service;categorie;Nom_couche_plugin;nom_technique;url;source;style;metadonnees
WMS Raster;Géologie;Bases gravimétriques;GRAVI_BASE;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Stations gravimétriques;GRAVI_STATION;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Campagnes aéro-magnétiques;AEROMAG_CAMPAGNE;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Cartes géologiques;GEOLOGIE;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Base géologie marine;BGM;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Gisements, gîtes, indices;GITES;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Géologie;Mines;MINES;http://geoservices.brgm.fr/geologie;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Services cartographiques de diffusion des données GéoRisques;GEORISQUES_SERVICES;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Cavités souterraines abandonnées d'origine non minière;CAVITE_LOCALISEE;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Mouvements de Terrain;MVT_LOCALISE;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Exposition au retrait-gonflement des argiles;ALEARG;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Séismes historiques potentiellement ressentis;SIS_INTENSITE;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Installations classées;INSTALLATIONS_CLASSEES_SIMPLIFIE;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Etablissements Pollueurs;ETABLISSEMENTS_POLLUEURS;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR naturel;PPRN_COMMUNE_GASPAR;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Avalanche approuvé;PPRN_COMMUNE_AVALANCHE_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Avalanche prescrit;PPRN_COMMUNE_AVALANCHE_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Phénomènes météorologiques approuvé;PPRN_COMMUNE_ATMOS_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Phénomènes météorologiques prescrit;PPRN_COMMUNE_ATMOS_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Inondation approuvé;PPRN_COMMUNE_RISQINOND_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Inondation prescrit;PPRN_COMMUNE_RISQINOND_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Inondation par sumersion marine approuvé;PPRN_COMMUNE_SUBMAR_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Inondation par sumersion marine prescrit;PPRN_COMMUNE_SUBMAR_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Feu de forêt approuvé;PPRN_COMMUNE_FEU_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Feu de forêt prescrit;PPRN_COMMUNE_FEU_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain approuvé;PPRN_COMMUNE_MVT_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain prescrit;PPRN_COMMUNE_MVT_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain - Affaissements et effondrements (Cavités souterraines) approuvé;PPRN_COMMUNE_CAVITE_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain - Affaissements et effondrements (Cavités souterraines) prescrit;PPRN_COMMUNE_CAVITE_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain - Tassements différentiels (Argile) approuvé;PPRN_COMMUNE_ARGILE_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Mouvement de terrain - Tassements différentiels (Argile) prescrit;PPRN_COMMUNE_ARGILE_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR technologiques;PPRT_COMMUNE_GASPAR;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Risque industriel approuvé;PPRT_COMMUNE_RISQIND_APPROUV;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Communes concernées par un PPR Risque industriel prescrit;PPRT_COMMUNE_RISQIND_PRESCRIT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Limites de commune concernée par un TRI - France métropolitaine - Rapportage 2020;COMMUNE_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Réseaux - France métropolitaine - Rapportage 2020;ENJEUX_RESEAUX_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Etablissements sensibles - France métropolitaine - Rapportage 2020;ENJEUX_ETS_SENSIBLES_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Limite de zones de protection naturelle - France métropolitaine - Rapportage 2020;ENJEUX_ZONENATURELLE_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zone d'activité - France métropolitaine - Rapportage 2020;ENJEUX_ZONEACT_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Etablissements classés IED - France métropolitaine - Rapportage 2020;ENJEUX_IED_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Patrimoine culturel - France métropolitaine - Rapportage 2020;ENJEUX_CULT_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Station d'épuration supérieure à 2000 Equivalent Habitant - France métropolitaine - Rapportage 2020;ENJEUX_STEP_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa débordement de cours d'eau fréquent ou décennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_01_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa débordement de cours d'eau moyen ou centennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_01_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa débordement de cours d'eau moyen ou centennal avec prise en compte du changement climatique - France métropolitaine - Rapportage 2020;ALEA_SYNT_01_03MCC_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa débordement de cours d'eau rare ou millénial - France métropolitaine - Rapportage 2020;ALEA_SYNT_01_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa ruissellement fréquent ou décennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_02_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa ruissellement moyen ou centennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_02_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa ruissellement rare ou millénial - France métropolitaine - Rapportage 2020;ALEA_SYNT_02_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa submersion fréquent ou décennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_03_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa submersion moyen ou centennal - France métropolitaine - Rapportage 2020;ALEA_SYNT_03_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa submersion moyen ou centennal avec prise en compte du changement climatique - France métropolitaine - Rapportage 2020;ALEA_SYNT_03_03MCC_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Surface inondable - Aléa submersion rare ou millénial - France métropolitaine - Rapportage 2020;ALEA_SYNT_03_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa débordement de cours d'eau fréquent ou décennal - France métropolitaine - Rapportage 2020;ISO_HT_01_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa débordement de cours d'eau moyen ou centennal - France métropolitaine - Rapportage 2020;ISO_HT_01_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa débordement de cours d'eau moyen ou centennal avec prise en compte du changement climatique - France métropolitaine - Rapportage 2020;ISO_HT_01_03MCC_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa débordement de cours d'eau rare ou millénial - France métropolitaine - Rapportage 2020;ISO_HT_01_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa ruissellement fréquent ou décennal - France métropolitaine - Rapportage 2020;ISO_HT_02_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa ruissellement moyen ou centennal - France métropolitaine - Rapportage 2020;ISO_HT_02_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa ruissellement rare ou millénial - France métropolitaine - Rapportage 2020;ISO_HT_02_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa submersion fréquent ou décennal - France métropolitaine - Rapportage 2020;ISO_HT_03_01FOR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa submersion moyen ou centennal - France métropolitaine - Rapportage 2020;ISO_HT_03_02MOY_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa submersion moyen ou centennal avec prise en compte du changement climatique - France métropolitaine - Rapportage 2020;ISO_HT_03_03MCC_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Hauteurs d'eau - Aléa submersion rare ou millénial - France métropolitaine - Rapportage 2020;ISO_HT_03_04FAI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Ouvrage de protection - France métropolitaine - Rapportage 2020;OUV_PROTECTION_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zones soustraites à l'aléa inondation - France métropolitaine - Rapportage 2020;OUV_ZONSSINOND_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zones de sur-aléa inondation - France métropolitaine - Rapportage 2020;OUV_ZONSALEA_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètre de TRI - France métropolitaine - Rapportage 2020;LIMITETRI_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;PPR Inondation - France métropolitaine;PPRN_INOND_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Inondation - France métropolitaine;PPRN_PERIMETRE_INOND_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Littoraux - France métropolitaine;PPRN_PERIMETRE_SUBMAR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Inondation - France métropolitaine;PPRN_ZONE_INOND_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR littoraux - France métropolitaine;PPRN_ZONE_SUBMAR_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;PPR Mouvement de terrain - France métropolitaine;PPRN_MVT_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Mouvement de terrain - France métropolitaine;PPRN_PERIMETRE_MVT_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Mouvement de terrain - Affaissements et effondrements (Cavités souterraines) - France métropolitaine;PPRN_PERIMETRE_CAV_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Mouvement de terrain - Tassements différentiels (Argile) - France métropolitaine;PPRN_PERIMETRE_TSD_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Mouvement de terrain - France métropolitaine;PPRN_ZONE_MVT_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Mouvement de terrain - Affaissements et effondrements (Cavités souterraines) - France métropolitaine;PPRN_ZONE_CAV_FXX_01;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Mouvement de terrain - Tassements différentiels (Argile) - France métropolitaine;PPRN_ZONE_CAV_FXX_02;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;PPR Avalanche - France métropolitaine;PPRN_AVALANCHE_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Avalanche - France métropolitaine;PPRN_PERIMETRE_AVALANCHE_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Avalanche - France métropolitaine;PPRN_ZONE_AVALANCHE_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;PPR Feu de forêt - France métropolitaine;PPRN_FEU_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Périmètres des PPR Feu de forêt - France métropolitaine;PPRN_PERIMETRE_FEU_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Zonage réglementaire des PPR Feu de forêt - France métropolitaine;PPRN_ZONE_FEU_FXX;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Canalisations de transport de matières dangereuses : Gaz; Hydrocarbures;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Canalisations de transport de matières dangereuses : Gaz naturel;C_GAZ;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Canalisations de transport de matières dangereuses : Hydrocarbures;C_HYDROCARBURES;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Canalisations de transport de matières dangereuses : Produits chimiques;C_PRODUITS_CHIM;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Secteurs d'information sur les sols (SIS);SSP_CLASSIFICATION_SIS;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Secteur d'Information sur les Sols (SIS) - Etat d'avancement par département;ETAT_SIS;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Servitudes d'utilité publique (SUP);SSP_CLASSIFICATION_SUP;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Anciens sites industriels et activités de service;SSP_ETABLISSEMENT;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Sites pollués ou potentiellement pollués appelant une action des pouvoirs publics; à titre préventif ou curatif (BASOL);SSP_INSTRUCTION;https://www.georisques.gouv.fr/services;BRGM;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Potentiel radon à la commune;RADON;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Carte nationale des remontées de nappes;REMNAPPE_FR;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Entités hydrogéologiques imperméables à l'affleurement;MASQ_BDLISA;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Enveloppes Approchées des Inondations Potentielles cours d'eau et submersion marine de plus d'un hectare;MASQ_EAIP;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Parcs éoliens terrestres;parc;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Risques;Postes de livraison;poste_livraison;https://www.georisques.gouv.fr/services;BRGM;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WMS Raster;Fonds cartos;Carte XVIIIème siècle;XVIII%C3%A8me%20si%C3%A8cle;https://ws.sogefi-web.com/wms;SOGEFI;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Climat;Régions biogéographiques;regbio_fr;https://ws.carmencarto.fr/WFS/119/fxx_ref;INPN;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Géodésie;Points géodésiques du Réseau Géodésique Français;geodesie:point_geodesique;https://opendata.cen-nouvelle-aquitaine.org/geoserver/geodesie/wfs?SERVICE=WFS&REQUEST=GetCapabilities;IGN;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Géodésie;Repères de nivellement géodésiques du Réseau Géodésique Français;geodesie:repere_nivellement;https://opendata.cen-nouvelle-aquitaine.org/geoserver/geodesie/wfs?SERVICE=WFS&REQUEST=GetCapabilities;IGN;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Géodésie;Sites du Réseau Géodésique Français;geodesie:site_reseau_geodesique;https://opendata.cen-nouvelle-aquitaine.org/geoserver/geodesie/wfs?SERVICE=WFS&REQUEST=GetCapabilities;IGN;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Géodésie;Triplets de repères de nivellement du Réseau Géodésique Français;geodesie:triplet;https://opendata.cen-nouvelle-aquitaine.org/geoserver/geodesie/wfs?SERVICE=WFS&REQUEST=GetCapabilities;IGN;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Habitats;Synthèse des habitats cartographiés en ex-Limousin;habitats:synth_habitats_ex_limousin;https://opendata.cen-nouvelle-aquitaine.org/geoserver/habitats/wfs;CEN NA;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
WFS;Pédologie;Référentiel Régional Pédologique du département de la Charente;pedologie:RRP_16;https://opendata.cen-nouvelle-aquitaine.org/geoserver/pedologie/wfs;PIGMA;;https://raw.githack.com/CEN-Nouvelle-Aquitaine/fluxcen/main/missing_metadata.html
